"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
2016-09-21,281.216625561546,281.216625561546,281.216625561546,282.237536152128,282.331552441763,284.549142613122,288.350232969352,288.968777711771,289.885491068721,306.781411875638,306.781411875638,312.699919886874,312.699919886874,315.927971000666,315.927971000666,318.645903146701,318.645903146701,318.645903146701,318.802026447815,325.870464981268,325.870464981268,331.513684987068,331.513684987068,332.014809002984,332.117019634435,332.984056251195,332.984056251195,333.705220102532,333.844623882762,336.995291298527,387.747171540846,387.747171540846,388.271331713864,388.531065821387,389.067192754502,389.450553774269,389.450553774269,496.146311757088,496.146311757088,499.747148535367,500.828603468279,500.837805341222,501.334436134574,507.496133011015,509.27889284637,585.797544702284,593.069897560389,593.397973612263,593.512443470914,593.591985142457,594.58695069075,594.533835333626,594.659453273328,594.622379329048,594.622379329048,595.179468997969,595.179468997969,632.645660634217,632.645660634217,632.805253057035,633.534094403027,646.042938493362,646.79566967042,648.613240830013,753.134159752349,798.737458810759,798.737458810759
2016-09-22,273.845367931972,273.845367931972,273.845367931972,275.009298172819,275.115617589177,277.90534824876,281.730017222149,282.457824007735,283.564022052387,300.155700893361,300.155700893361,306.271235143235,306.271235143235,309.782982039223,309.782982039223,312.951800723202,312.951800723202,312.951800723202,313.11709674722,320.123639761376,320.123639761376,326.474868169266,326.474868169266,327.141782300582,327.264426109382,328.436452544285,328.436452544285,329.316569821405,329.477964524994,332.597948406285,383.588427801156,383.588427801156,384.359469455959,384.674479680142,385.465235697214,385.98184815684,385.98184815684,496.430293387759,496.430293387759,500.012749994727,501.086963951645,501.1106548995,501.617002605659,507.699746055743,509.475088497099,587.55558699496,594.703540856308,595.041953803104,595.163178563311,595.243628766386,596.212796283397,596.170970718014,596.301773929236,596.273483960989,596.273483960989,596.831629948501,596.831629948501,630.525474594913,630.525474594913,630.672879600175,631.389114765873,644.020012996484,644.771354773922,646.552368649074,747.8985621151,790.38339113626,790.38339113626
2016-09-23,265.177919890769,265.177919890769,265.177919890769,266.476422540645,266.593838902099,269.929447873812,273.797624738855,274.634398907123,275.93040871368,292.270665121366,292.270665121366,298.55477631964,298.55477631964,302.349483103177,302.349483103177,305.967884094803,305.967884094803,305.967884094803,306.14509968808,313.112533441297,313.112533441297,320.188185568852,320.188185568852,321.025882734772,321.169657382329,322.661085067702,322.661085067702,323.709809693027,323.894818116605,326.976106556503,377.96321207052,377.96321207052,378.981628169127,379.354858970352,380.40859917705,381.064663113064,381.064663113064,495.074820730194,495.074820730194,498.76080983315,499.871070199169,499.929232057066,500.464733682711,506.525492019617,508.359071641719,588.02243695693,595.104165779414,595.493448148733,595.641172645374,595.739253013321,596.687522179703,596.681595913623,596.839955308702,596.841326283039,596.841326283039,597.401298680854,597.401298680854,627.952428709109,627.952428709109,628.099366679318,628.830768406778,641.332048185081,642.107078750579,643.874157681545,740.628216923128,779.678790421289,779.678790421289
2016-09-24,255.575728443202,255.575728443202,255.575728443202,256.980841177107,257.106780542613,260.89726739966,264.803237318272,265.733830621754,267.195865692622,283.310607592548,283.310607592548,289.721414235524,289.721414235524,293.775856632837,293.775856632837,297.812834069597,297.812834069597,297.812834069597,298.00213920706,304.94771761737,304.94771761737,312.718526192652,312.718526192652,313.723273846991,313.887753465936,315.695735622407,315.695735622407,316.912413671121,317.120899332961,320.168080226665,370.959760051351,370.959760051351,372.216037353807,372.646614537165,373.956786311287,374.749564498095,374.749564498095,491.594724987356,491.594724987356,495.459040589148,496.6321720945,496.738494213227,497.3165339744,503.39507736832,505.338084156274,586.543582647239,593.603157077001,594.077799233728,594.269023723894,594.399091782821,595.331178400626,595.382884411145,595.588823944742,595.638774810686,595.638774810686,596.201140373595,596.201140373595,624.223505190021,624.223505190021,624.384053906491,625.166189397768,637.376813345068,638.211177145381,639.998888972031,731.16884661624,766.830801747941,766.830801747941
2016-09-25,245.445616254137,245.445616254137,245.445616254137,246.919868541835,247.05112859574,251.169340245118,255.08926560728,256.089617376551,257.678230419567,273.562880190986,273.562880190986,280.044171518418,280.044171518418,284.304338125847,284.304338125847,288.696340163663,288.696340163663,288.696340163663,288.896294271872,295.820984174061,295.820984174061,304.212446363569,304.212446363569,305.370205867889,305.553637555973,307.670950902906,307.670950902906,309.043764567286,309.274219762059,312.291895867022,362.829184528767,362.829184528767,364.316414466352,364.832185332045,366.473471326091,367.417968941611,367.417968941611,488.431609737766,488.431609737766,492.492649384737,493.845713112047,493.943168435032,494.507098583694,500.500339004614,502.395051826635,584.864420783355,591.772894042903,592.258147794046,592.45761826753,592.593023838624,593.503870890991,593.571928205553,593.789776482642,593.855552024826,593.855552024826,594.418718592054,594.418718592054,620.422292531303,620.422292531303,620.577945953866,621.353444425368,633.179993025571,634.019842260012,635.778997198235,721.069852772826,753.518236870811,753.518236870811
2016-09-26,235.161442423954,235.161442423954,235.161442423954,236.666801012445,236.799495846206,241.110091320308,245.016859042071,246.059646418483,247.728878968549,263.353288611911,263.353288611911,269.836272627496,269.836272627496,274.234151783185,274.234151783185,278.892621785056,278.892621785056,278.892621785056,279.100783042758,285.989361928807,285.989361928807,294.881177763269,294.881177763269,296.168893656138,296.368358447655,298.729879852526,298.729879852526,300.243412379032,300.493678913477,303.486116730078,353.515312558244,353.515312558244,355.195200316255,355.733311177329,357.519836727105,358.570298005988,358.570298005988,479.417065264919,479.417065264919,483.975172635993,485.372776713112,485.605557328914,486.29534866691,492.542035411785,494.787758928048,578.666549115658,585.750125951051,586.431918217391,586.727332486135,586.936616085836,587.845307947617,588.03272659112,588.352309577042,588.516363473917,588.516363473917,589.083385706609,589.083385706609,613.641435519356,613.641435519356,613.845847301397,614.76170268882,626.163445435822,627.150342024381,629.006639695358,708.321374287096,737.908929051126,737.908929051126
2016-09-27,225.042055796412,225.042055796412,225.042055796412,226.543354624246,226.676077559844,231.05196207907,234.915711329739,235.974418888,237.678845527323,253.007266715607,253.007266715607,259.423805777089,259.423805777089,263.883264891672,263.883264891672,268.705386256233,268.705386256233,268.705386256233,268.918777977609,275.745161665665,275.745161665665,284.984533301701,284.984533301701,286.371581894428,286.583181987929,289.14430357529,289.14430357529,290.765532007672,291.030995330781,293.996331585448,343.376501529904,343.376501529904,345.219160382833,345.796046912799,347.749795743746,348.89042593952,348.89042593952,469.072810422299,469.072810422299,473.74613499027,475.19574305685,475.473647474197,476.204842815491,482.483833209039,484.896707867239,569.787682499029,576.924347476896,577.745123495591,578.11149232513,578.376562135466,579.278019814587,579.560507877741,579.963320825722,580.210298089146,580.210298089146,580.780268002062,580.780268002062,604.212095909509,604.212095909509,604.461214389932,605.498467334359,616.456838720703,617.592054829099,619.552337503334,693.240008723841,720.275105587218,720.275105587218
2016-09-28,215.326329636749,215.326329636749,215.326329636749,216.794773446069,216.924462326073,221.257199321608,225.051378021712,226.100929836378,227.801093170265,242.798331409723,242.798331409723,249.087408961447,249.087408961447,253.535852280132,253.535852280132,258.42094754,258.42094754,258.42094754,258.636591220119,265.364555104485,265.364555104485,274.790421112955,274.790421112955,276.243138758186,276.462574410857,279.163909885361,279.163909885361,280.860865815955,281.136764600814,284.066984608128,332.683500245633,332.683500245633,334.649112147691,335.255942694499,337.34776202347,338.562965940403,338.562965940403,457.56186460632,457.56186460632,462.198418793535,463.681993263006,463.99504602879,464.755876128291,471.024135476603,473.523572418869,559.143006248299,566.262630810249,567.174622633346,567.588335938545,567.890816390971,568.781805297203,569.129394901579,569.588620205379,569.893106947031,569.893106947031,570.464930290231,570.464930290231,592.98008119114,592.98008119114,593.259885879621,594.375626411705,604.891227052668,606.131231329147,608.157013024722,676.733814606352,701.492251393804,701.492251393804
2016-09-29,206.196156865771,206.196156865771,206.196156865771,207.607838006839,207.732573454062,211.931537954491,215.633842950602,216.659378248265,218.32058116816,232.953814228627,232.953814228627,239.062416599866,239.062416599866,243.435962705932,243.435962705932,248.291135860157,248.291135860157,248.291135860157,248.506258641376,255.104219033834,255.104219033834,264.556151057085,264.556151057085,266.040332058742,266.263227885953,269.041633580433,269.041633580433,270.780102479446,271.061450402067,273.950901247462,321.708223768923,321.708223768923,323.754054364378,324.380065475076,326.566678299133,327.834064951508,327.834064951508,445.122074672452,445.122074672452,449.920894265247,451.422554453705,451.757015525898,452.53395158758,458.75157129849,461.2997425636,547.391689321377,554.450158056208,555.419217351527,555.863284348727,556.189899989309,557.067065359141,557.457675513891,557.953215126721,558.295773089363,558.295773089363,558.868313294725,558.868313294725,580.615049155829,580.615049155829,580.913996429472,582.068796842517,592.151934275577,593.458761310369,595.512989980548,659.454391721617,682.196918170456,682.196918170456
2016-09-30,197.781024780646,197.781024780646,197.781024780646,199.109285957915,199.227631251997,203.221882924096,206.814537760996,207.798764869432,209.394600572993,223.637304617114,223.637304617114,229.522736130834,229.522736130834,233.767322927763,233.767322927763,238.514773149303,238.514773149303,238.514773149303,238.726142641905,245.1654924459,245.1654924459,254.501582130889,254.501582130889,255.986032910972,256.208392924664,259.004421885806,259.004421885806,260.751501925966,261.033531790589,263.876216644666,310.700661610368,310.700661610368,312.785192364426,313.419747915723,315.65647822105,316.952404217281,316.952404217281,432.660795007405,432.660795007405,437.432556934839,438.930923599444,439.274393031125,440.054935403146,446.186422258793,448.74447924964,535.114702542878,542.071995579724,543.069047887696,543.528971208012,543.868418384358,544.729374419572,545.160689646724,545.698363851162,546.061582438995,546.061582438995,546.646367455157,546.646367455157,567.918525149553,567.918525149553,568.292447708113,569.564516437337,579.43625832636,580.83345297954,583.527667650725,644.198698209522,665.720501914083,665.720501914083
